Country Name,vaccine_type,total_vaccinations,Year
France,Johnson&Johnson,1090863,2022
France,Moderna,24049006,2022
France,Novavax,35102,2022
France,Pfizer/BioNTech,118715925,2022
France,Moderna,24049074,2022
France,Novavax,35107,2022
France,Pfizer/BioNTech,118717948,2022
France,Johnson&Johnson,1090867,2022
France,Moderna,24049932,2022
France,Novavax,35155,2022
France,Pfizer/BioNTech,118745397,2022
France,Johnson&Johnson,1090870,2022
France,Moderna,24051433,2022
France,Novavax,35193,2022
France,Pfizer/BioNTech,118795922,2022
France,Moderna,24052646,2022
France,Novavax,35262,2022
France,Pfizer/BioNTech,118836530,2022
France,Johnson&Johnson,1090875,2022
France,Moderna,24054216,2022
France,Novavax,35310,2022
France,Pfizer/BioNTech,118893394,2022
France,Johnson&Johnson,1090883,2022
France,Moderna,24056315,2022
France,Novavax,35384,2022
France,Pfizer/BioNTech,118960338,2022
France,Johnson&Johnson,1090884,2022
France,Moderna,24057061,2022
France,Novavax,35433,2022
France,Pfizer/BioNTech,118980542,2022
France,Moderna,24057200,2022
France,Novavax,35439,2022
France,Pfizer/BioNTech,118985449,2022
France,Johnson&Johnson,1090888,2022
France,Moderna,24058862,2022
France,Novavax,35483,2022
France,Pfizer/BioNTech,119033910,2022
France,Johnson&Johnson,1090890,2022
France,Moderna,24061697,2022
France,Novavax,35545,2022
France,Pfizer/BioNTech,119117598,2022
France,Johnson&Johnson,1090896,2022
France,Moderna,24063820,2022
France,Novavax,35636,2022
France,Pfizer/BioNTech,119180135,2022
France,Johnson&Johnson,1090897,2022
France,Moderna,24066539,2022
France,Novavax,35685,2022
France,Pfizer/BioNTech,119265373,2022
France,Johnson&Johnson,1090900,2022
France,Moderna,24069819,2022
France,Novavax,35743,2022
France,Pfizer/BioNTech,119368046,2022
France,Johnson&Johnson,1090901,2022
France,Moderna,24071358,2022
France,Novavax,35779,2022
France,Pfizer/BioNTech,119405227,2022
France,Moderna,24071670,2022
France,Novavax,35786,2022
France,Pfizer/BioNTech,119414545,2022
France,Johnson&Johnson,1090909,2022
France,Moderna,24073918,2022
France,Novavax,35857,2022
France,Pfizer/BioNTech,119487212,2022
France,Johnson&Johnson,1090911,2022
France,Moderna,24077413,2022
France,Novavax,35973,2022
France,Pfizer/BioNTech,119597806,2022
France,Moderna,24080003,2022
France,Novavax,36061,2022
France,Pfizer/BioNTech,119676625,2022
France,Johnson&Johnson,1090913,2022
France,Moderna,24082972,2022
France,Novavax,36140,2022
France,Pfizer/BioNTech,119779970,2022
France,Johnson&Johnson,1090915,2022
France,Moderna,24086471,2022
France,Novavax,36226,2022
France,Pfizer/BioNTech,119892863,2022
France,Johnson&Johnson,1090916,2022
France,Moderna,24087848,2022
France,Novavax,36290,2022
France,Pfizer/BioNTech,119927509,2022
France,Johnson&Johnson,1090917,2022
France,Moderna,24088132,2022
France,Novavax,36303,2022
France,Pfizer/BioNTech,119934558,2022
France,Johnson&Johnson,1090918,2022
France,Moderna,24089968,2022
France,Novavax,36361,2022
France,Pfizer/BioNTech,119995861,2022
France,Johnson&Johnson,1090924,2022
France,Moderna,24092593,2022
France,Novavax,36435,2022
France,Pfizer/BioNTech,120082518,2022
France,Johnson&Johnson,1090930,2022
France,Moderna,24094271,2022
France,Novavax,36502,2022
France,Pfizer/BioNTech,120138323,2022
France,Sanofi/GSK,1,2022
France,Johnson&Johnson,1090933,2022
France,Moderna,24095891,2022
France,Novavax,36559,2022
France,Pfizer/BioNTech,120189169,2022
France,Sanofi/GSK,2,2022
France,Johnson&Johnson,1090936,2022
France,Moderna,24096761,2022
France,Novavax,36607,2022
France,Pfizer/BioNTech,120218988,2022
France,Sanofi/GSK,17,2022
France,Johnson&Johnson,1090937,2022
France,Moderna,24096878,2022
France,Novavax,36620,2022
France,Pfizer/BioNTech,120222223,2022
France,Sanofi/GSK,20,2022
France,Moderna,24096894,2022
France,Pfizer/BioNTech,120222984,2022
France,Johnson&Johnson,1090940,2022
France,Moderna,24097548,2022
France,Novavax,36663,2022
France,Pfizer/BioNTech,120242444,2022
France,Sanofi/GSK,70,2022
France,Johnson&Johnson,1090942,2022
France,Moderna,24098582,2022
France,Novavax,36715,2022
France,Pfizer/BioNTech,120280466,2022
France,Sanofi/GSK,121,2022
France,Moderna,24099449,2022
France,Novavax,36763,2022
France,Pfizer/BioNTech,120309503,2022
France,Sanofi/GSK,138,2022
France,Johnson&Johnson,1090943,2022
France,Moderna,24100309,2022
France,Novavax,36805,2022
France,Pfizer/BioNTech,120339545,2022
France,Sanofi/GSK,192,2022
France,Johnson&Johnson,1090944,2022
France,Moderna,24101018,2022
France,Novavax,36865,2022
France,Pfizer/BioNTech,120361916,2022
France,Sanofi/GSK,231,2022
France,Moderna,24101179,2022
France,Novavax,36879,2022
France,Pfizer/BioNTech,120365723,2022
France,Sanofi/GSK,246,2022
France,Moderna,24101203,2023
France,Novavax,36885,2023
France,Pfizer/BioNTech,120366645,2023
France,Sanofi/GSK,253,2023
France,Johnson&Johnson,1090948,2023
France,Moderna,24101913,2023
France,Novavax,36913,2023
France,Pfizer/BioNTech,120389463,2023
France,Sanofi/GSK,298,2023
France,Johnson&Johnson,1090950,2023
France,Moderna,24103173,2023
France,Novavax,36968,2023
France,Pfizer/BioNTech,120438413,2023
France,Sanofi/GSK,370,2023
France,Moderna,24104199,2023
France,Novavax,37001,2023
France,Pfizer/BioNTech,120473445,2023
France,Sanofi/GSK,430,2023
France,Moderna,24105413,2023
France,Novavax,37052,2023
France,Pfizer/BioNTech,120521539,2023
France,Sanofi/GSK,523,2023
France,Johnson&Johnson,1090955,2023
France,Moderna,24106984,2023
France,Novavax,37137,2023
France,Pfizer/BioNTech,120575474,2023
France,Sanofi/GSK,651,2023
France,Johnson&Johnson,1090956,2023
France,Moderna,24107511,2023
France,Novavax,37170,2023
France,Pfizer/BioNTech,120590517,2023
France,Sanofi/GSK,699,2023
France,Johnson&Johnson,1090957,2023
France,Moderna,24107639,2023
France,Novavax,37194,2023
France,Pfizer/BioNTech,120594018,2023
France,Sanofi/GSK,709,2023
France,Johnson&Johnson,1090958,2023
France,Moderna,24108399,2023
France,Novavax,37260,2023
France,Pfizer/BioNTech,120619570,2023
France,Sanofi/GSK,788,2023
France,Johnson&Johnson,1090961,2023
France,Moderna,24109574,2023
France,Novavax,37324,2023
France,Pfizer/BioNTech,120666051,2023
France,Sanofi/GSK,934,2023
France,Moderna,24110370,2023
France,Novavax,37374,2023
France,Pfizer/BioNTech,120694463,2023
France,Sanofi/GSK,1039,2023
France,Johnson&Johnson,1090966,2023
France,Moderna,24111361,2023
France,Novavax,37401,2023
France,Pfizer/BioNTech,120732990,2023
France,Sanofi/GSK,1137,2023
France,Johnson&Johnson,1090971,2023
France,Moderna,24112402,2023
France,Novavax,37496,2023
France,Pfizer/BioNTech,120773949,2023
France,Sanofi/GSK,1280,2023
France,Johnson&Johnson,1090972,2023
France,Moderna,24112778,2023
France,Novavax,37532,2023
France,Pfizer/BioNTech,120785084,2023
France,Sanofi/GSK,1334,2023
France,Moderna,24112834,2023
France,Novavax,37536,2023
France,Pfizer/BioNTech,120787202,2023
France,Sanofi/GSK,1346,2023
France,Johnson&Johnson,1090975,2023
France,Moderna,24113289,2023
France,Novavax,37573,2023
France,Pfizer/BioNTech,120806267,2023
France,Sanofi/GSK,1428,2023
France,Johnson&Johnson,1090977,2023
France,Moderna,24113961,2023
France,Novavax,37618,2023
France,Pfizer/BioNTech,120839117,2023
France,Sanofi/GSK,1566,2023
France,Johnson&Johnson,1090980,2023
France,Moderna,24114405,2023
France,Novavax,37671,2023
France,Pfizer/BioNTech,120859364,2023
France,Sanofi/GSK,1674,2023
France,Johnson&Johnson,1090983,2023
France,Moderna,24114966,2023
France,Novavax,37712,2023
France,Pfizer/BioNTech,120885564,2023
France,Sanofi/GSK,1852,2023
France,Moderna,24115683,2023
France,Novavax,37783,2023
France,Pfizer/BioNTech,120915283,2023
France,Sanofi/GSK,1977,2023
France,Moderna,24115921,2023
France,Novavax,37809,2023
France,Pfizer/BioNTech,120923118,2023
France,Sanofi/GSK,2011,2023
France,Moderna,24115949,2023
France,Novavax,37811,2023
France,Pfizer/BioNTech,120924256,2023
France,Sanofi/GSK,2016,2023
France,Johnson&Johnson,1090984,2023
France,Moderna,24116254,2023
France,Novavax,37845,2023
France,Pfizer/BioNTech,120937367,2023
France,Sanofi/GSK,2086,2023
France,Johnson&Johnson,1090988,2023
France,Moderna,24116817,2023
France,Novavax,37902,2023
France,Pfizer/BioNTech,120960922,2023
France,Sanofi/GSK,2273,2023
France,Johnson&Johnson,1090994,2023
France,Moderna,24117230,2023
France,Novavax,37932,2023
France,Oxford/AstraZeneca,7863058,2023
France,Pfizer/BioNTech,120975915,2023
France,Sanofi/GSK,2366,2023
France,Johnson&Johnson,1090996,2023
France,Moderna,24117720,2023
France,Novavax,37974,2023
France,Pfizer/BioNTech,120995758,2023
France,Sanofi/GSK,2555,2023
France,Moderna,24118179,2023
France,Novavax,38053,2023
France,Pfizer/BioNTech,121017952,2023
France,Sanofi/GSK,2690,2023
France,Moderna,24118348,2023
France,Novavax,38094,2023
France,Pfizer/BioNTech,121023642,2023
France,Sanofi/GSK,2712,2023
France,Moderna,24118373,2023
France,Novavax,38099,2023
France,Pfizer/BioNTech,121024315,2023
France,Sanofi/GSK,2713,2023
France,Moderna,24118612,2023
France,Novavax,38128,2023
France,Pfizer/BioNTech,121034453,2023
France,Sanofi/GSK,2787,2023
France,Moderna,24118937,2023
France,Novavax,38158,2023
France,Pfizer/BioNTech,121051053,2023
France,Sanofi/GSK,2940,2023
France,Moderna,24119153,2023
France,Novavax,38204,2023
France,Pfizer/BioNTech,121061767,2023
France,Sanofi/GSK,3002,2023
France,Johnson&Johnson,1091004,2023
France,Moderna,24119456,2023
France,Novavax,38232,2023
France,Pfizer/BioNTech,121075851,2023
France,Sanofi/GSK,3130,2023
France,Moderna,24119887,2023
France,Novavax,38292,2023
France,Pfizer/BioNTech,121091117,2023
France,Sanofi/GSK,3207,2023
France,Johnson&Johnson,1091005,2023
France,Moderna,24120041,2023
France,Novavax,38323,2023
France,Pfizer/BioNTech,121095209,2023
France,Sanofi/GSK,3217,2023
France,Moderna,24120054,2023
France,Novavax,38327,2023
France,Pfizer/BioNTech,121095605,2023
France,Sanofi/GSK,3230,2023
France,Johnson&Johnson,1091006,2023
France,Moderna,24120249,2023
France,Novavax,38358,2023
France,Pfizer/BioNTech,121102558,2023
France,Sanofi/GSK,3268,2023
France,Johnson&Johnson,1091008,2023
France,Moderna,24120557,2023
France,Novavax,38387,2023
France,Pfizer/BioNTech,121114442,2023
France,Sanofi/GSK,3286,2023
France,Johnson&Johnson,1091011,2023
France,Moderna,24120789,2023
France,Novavax,38402,2023
France,Pfizer/BioNTech,121122080,2023
France,Sanofi/GSK,3308,2023
France,Johnson&Johnson,1091013,2023
France,Moderna,24121058,2023
France,Novavax,38426,2023
France,Pfizer/BioNTech,121131734,2023
France,Sanofi/GSK,3413,2023
France,Johnson&Johnson,1091019,2023
France,Moderna,24121414,2023
France,Novavax,38478,2023
France,Pfizer/BioNTech,121142178,2023
France,Sanofi/GSK,3465,2023
France,Johnson&Johnson,1091023,2023
France,Moderna,24121554,2023
France,Novavax,38509,2023
France,Pfizer/BioNTech,121145124,2023
France,Sanofi/GSK,3470,2023
France,Moderna,24121558,2023
France,Novavax,38510,2023
France,Pfizer/BioNTech,121145449,2023
France,Sanofi/GSK,3472,2023
France,Johnson&Johnson,1091026,2023
France,Moderna,24121728,2023
France,Novavax,38521,2023
France,Pfizer/BioNTech,121149948,2023
France,Sanofi/GSK,3500,2023
France,Johnson&Johnson,1091028,2023
France,Moderna,24121956,2023
France,Novavax,38564,2023
France,Pfizer/BioNTech,121157459,2023
France,Sanofi/GSK,3566,2023
France,Johnson&Johnson,1091030,2023
France,Moderna,24122148,2023
France,Novavax,38588,2023
France,Pfizer/BioNTech,121162967,2023
France,Sanofi/GSK,3588,2023
France,Johnson&Johnson,1091032,2023
France,Moderna,24122391,2023
France,Novavax,38617,2023
France,Pfizer/BioNTech,121169709,2023
France,Sanofi/GSK,3613,2023
France,Johnson&Johnson,1091033,2023
France,Moderna,24122616,2023
France,Novavax,38653,2023
France,Pfizer/BioNTech,121177044,2023
France,Sanofi/GSK,3666,2023
France,Johnson&Johnson,1091035,2023
France,Moderna,24122725,2023
France,Novavax,38671,2023
France,Pfizer/BioNTech,121179472,2023
France,Sanofi/GSK,3682,2023
France,Moderna,24122730,2023
France,Pfizer/BioNTech,121179730,2023
France,Johnson&Johnson,1091036,2023
France,Moderna,24122894,2023
France,Novavax,38694,2023
France,Pfizer/BioNTech,121183692,2023
France,Sanofi/GSK,3712,2023
France,Johnson&Johnson,1091038,2023
France,Moderna,24123115,2023
France,Novavax,38724,2023
France,Pfizer/BioNTech,121189692,2023
France,Sanofi/GSK,3756,2023
France,Moderna,24123312,2023
France,Novavax,38745,2023
France,Pfizer/BioNTech,121193771,2023
France,Sanofi/GSK,3774,2023
France,Moderna,24123516,2023
France,Novavax,38771,2023
France,Pfizer/BioNTech,121199024,2023
France,Sanofi/GSK,3827,2023
France,Johnson&Johnson,1091039,2023
France,Moderna,24123789,2023
France,Novavax,38819,2023
France,Pfizer/BioNTech,121204890,2023
France,Sanofi/GSK,3865,2023
France,Johnson&Johnson,1091042,2023
France,Moderna,24123939,2023
France,Novavax,38830,2023
France,Pfizer/BioNTech,121206657,2023
France,Sanofi/GSK,3870,2023
France,Moderna,24123947,2023
France,Novavax,38831,2023
France,Pfizer/BioNTech,121206831,2023
France,Johnson&Johnson,1091043,2023
France,Moderna,24124105,2023
France,Novavax,38853,2023
France,Pfizer/BioNTech,121209760,2023
France,Sanofi/GSK,3899,2023
France,Moderna,24124360,2023
France,Novavax,38872,2023
France,Pfizer/BioNTech,121214543,2023
France,Sanofi/GSK,3917,2023
France,Johnson&Johnson,1091044,2023
France,Moderna,24124513,2023
France,Novavax,38893,2023
France,Pfizer/BioNTech,121217718,2023
France,Sanofi/GSK,3971,2023
France,Johnson&Johnson,1091048,2023
France,Moderna,24124706,2023
France,Novavax,38912,2023
France,Pfizer/BioNTech,121221847,2023
France,Sanofi/GSK,4006,2023
France,Johnson&Johnson,1091049,2023
France,Moderna,24124977,2023
France,Novavax,38950,2023
France,Pfizer/BioNTech,121227032,2023
France,Sanofi/GSK,4041,2023
France,Moderna,24125079,2023
France,Novavax,38973,2023
France,Pfizer/BioNTech,121228741,2023
France,Sanofi/GSK,4048,2023
France,Moderna,24125085,2023
France,Novavax,38977,2023
France,Pfizer/BioNTech,121228861,2023
France,Sanofi/GSK,4049,2023
France,Moderna,24125219,2023
France,Novavax,38998,2023
France,Pfizer/BioNTech,121231138,2023
France,Sanofi/GSK,4069,2023
France,Moderna,24125433,2023
France,Novavax,39009,2023
France,Pfizer/BioNTech,121234429,2023
France,Sanofi/GSK,4085,2023
France,Johnson&Johnson,1091050,2023
France,Moderna,24125564,2023
France,Novavax,39021,2023
France,Pfizer/BioNTech,121236691,2023
France,Sanofi/GSK,4114,2023
France,Moderna,24125712,2023
France,Novavax,39035,2023
France,Pfizer/BioNTech,121239616,2023
France,Sanofi/GSK,4127,2023
France,Johnson&Johnson,1091053,2023
France,Moderna,24125926,2023
France,Novavax,39064,2023
France,Pfizer/BioNTech,121243682,2023
France,Sanofi/GSK,4139,2023
France,Moderna,24126013,2023
France,Novavax,39091,2023
France,Pfizer/BioNTech,121245013,2023
France,Sanofi/GSK,4151,2023
France,Moderna,24126018,2023
France,Novavax,39093,2023
France,Pfizer/BioNTech,121245134,2023
France,Moderna,24126215,2023
France,Novavax,39117,2023
France,Pfizer/BioNTech,121246911,2023
France,Sanofi/GSK,4158,2023
France,Moderna,24126367,2023
France,Novavax,39136,2023
France,Pfizer/BioNTech,121249737,2023
France,Sanofi/GSK,4191,2023
France,Johnson&Johnson,1091055,2023
France,Moderna,24126488,2023
France,Novavax,39151,2023
France,Pfizer/BioNTech,121251822,2023
France,Sanofi/GSK,4203,2023
France,Johnson&Johnson,1091056,2023
France,Moderna,24126651,2023
France,Novavax,39167,2023
France,Pfizer/BioNTech,121254341,2023
France,Sanofi/GSK,4226,2023
France,Johnson&Johnson,1091057,2023
France,Moderna,24126863,2023
France,Novavax,39199,2023
France,Pfizer/BioNTech,121257555,2023
France,Sanofi/GSK,4260,2023
France,Johnson&Johnson,1091058,2023
France,Moderna,24126971,2023
France,Novavax,39209,2023
France,Pfizer/BioNTech,121258776,2023
France,Sanofi/GSK,4265,2023
France,Moderna,24126978,2023
France,Novavax,39210,2023
France,Pfizer/BioNTech,121258883,2023
France,Sanofi/GSK,4271,2023
France,Moderna,24127146,2023
France,Novavax,39228,2023
France,Pfizer/BioNTech,121260662,2023
France,Sanofi/GSK,4292,2023
France,Johnson&Johnson,1091060,2023
France,Moderna,24127305,2023
France,Novavax,39238,2023
France,Pfizer/BioNTech,121263275,2023
France,Sanofi/GSK,4304,2023
France,Johnson&Johnson,1091061,2023
France,Moderna,24127427,2023
France,Novavax,39246,2023
France,Pfizer/BioNTech,121265100,2023
France,Sanofi/GSK,4311,2023
France,Johnson&Johnson,1091062,2023
France,Moderna,24127580,2023
France,Novavax,39258,2023
France,Pfizer/BioNTech,121267324,2023
France,Sanofi/GSK,4339,2023
France,Moderna,24127750,2023
France,Novavax,39276,2023
France,Pfizer/BioNTech,121270462,2023
France,Sanofi/GSK,4361,2023
France,Moderna,24127864,2023
France,Novavax,39293,2023
France,Pfizer/BioNTech,121271553,2023
France,Sanofi/GSK,4369,2023
France,Moderna,24127870,2023
France,Novavax,39294,2023
France,Pfizer/BioNTech,121271629,2023
France,Sanofi/GSK,4371,2023
France,Johnson&Johnson,1091063,2023
France,Moderna,24128009,2023
France,Novavax,39313,2023
France,Pfizer/BioNTech,121273353,2023
France,Sanofi/GSK,4380,2023
France,Johnson&Johnson,1091064,2023
France,Moderna,24128181,2023
France,Novavax,39329,2023
France,Pfizer/BioNTech,121275761,2023
France,Sanofi/GSK,4405,2023
France,Johnson&Johnson,1091066,2023
France,Moderna,24128287,2023
France,Novavax,39336,2023
France,Pfizer/BioNTech,121277469,2023
France,Sanofi/GSK,4424,2023
France,Johnson&Johnson,1091067,2023
France,Moderna,24128413,2023
France,Novavax,39348,2023
France,Pfizer/BioNTech,121279665,2023
France,Sanofi/GSK,4463,2023
France,Johnson&Johnson,1091071,2023
France,Moderna,24128618,2023
France,Novavax,39358,2023
France,Pfizer/BioNTech,121282513,2023
France,Sanofi/GSK,4493,2023
France,Johnson&Johnson,1091073,2023
France,Moderna,24128697,2023
France,Novavax,39374,2023
France,Pfizer/BioNTech,121283734,2023
France,Sanofi/GSK,4511,2023
France,Moderna,24128705,2023
France,Pfizer/BioNTech,121283826,2023
France,Sanofi/GSK,4512,2023
France,Moderna,24128861,2023
France,Novavax,39390,2023
France,Pfizer/BioNTech,121285475,2023
France,Sanofi/GSK,4518,2023
France,Moderna,24129018,2023
France,Novavax,39411,2023
France,Pfizer/BioNTech,121287454,2023
France,Sanofi/GSK,4522,2023
France,Moderna,24129147,2023
France,Novavax,39421,2023
France,Pfizer/BioNTech,121288866,2023
France,Sanofi/GSK,4525,2023
France,Moderna,24129265,2023
France,Novavax,39435,2023
France,Pfizer/BioNTech,121290538,2023
France,Sanofi/GSK,4537,2023
France,Moderna,24129423,2023
France,Novavax,39456,2023
France,Pfizer/BioNTech,121292700,2023
France,Sanofi/GSK,4545,2023
France,Moderna,24129482,2023
France,Novavax,39462,2023
France,Pfizer/BioNTech,121293482,2023
France,Sanofi/GSK,4546,2023
France,Moderna,24129487,2023
France,Pfizer/BioNTech,121293539,2023
France,Johnson&Johnson,1091074,2023
France,Moderna,24129501,2023
France,Pfizer/BioNTech,121293654,2023
France,Sanofi/GSK,4548,2023
France,Moderna,24129648,2023
France,Novavax,39474,2023
France,Pfizer/BioNTech,121295384,2023
France,Sanofi/GSK,4553,2023
France,Johnson&Johnson,1091075,2023
France,Moderna,24129750,2023
France,Novavax,39483,2023
France,Pfizer/BioNTech,121296733,2023
France,Sanofi/GSK,4556,2023
France,Moderna,24129847,2023
France,Novavax,39488,2023
France,Pfizer/BioNTech,121298314,2023
France,Sanofi/GSK,4562,2023
France,Moderna,24130004,2023
France,Novavax,39497,2023
France,Pfizer/BioNTech,121300501,2023
France,Sanofi/GSK,4573,2023
France,Moderna,24130062,2023
France,Novavax,39508,2023
France,Pfizer/BioNTech,121301292,2023
France,Sanofi/GSK,4578,2023
France,Moderna,24130066,2023
France,Novavax,39510,2023
France,Pfizer/BioNTech,121301372,2023
France,Sanofi/GSK,4580,2023
France,Moderna,24130152,2023
France,Novavax,39524,2023
France,Pfizer/BioNTech,121302630,2023
France,Sanofi/GSK,4585,2023
France,Moderna,24130255,2023
France,Novavax,39530,2023
France,Pfizer/BioNTech,121304130,2023
France,Sanofi/GSK,4593,2023
France,Johnson&Johnson,1091076,2023
France,Moderna,24130323,2023
France,Novavax,39534,2023
France,Pfizer/BioNTech,121305230,2023
France,Sanofi/GSK,4594,2023
France,Moderna,24130405,2023
France,Novavax,39543,2023
France,Pfizer/BioNTech,121306591,2023
France,Sanofi/GSK,4598,2023
France,Johnson&Johnson,1091077,2023
France,Moderna,24130510,2023
France,Novavax,39558,2023
France,Pfizer/BioNTech,121308395,2023
France,Sanofi/GSK,4611,2023
France,Moderna,24130561,2023
France,Novavax,39567,2023
France,Pfizer/BioNTech,121308958,2023
France,Sanofi/GSK,4615,2023
France,Johnson&Johnson,1091078,2023
France,Moderna,24130562,2023
France,Novavax,39569,2023
France,Pfizer/BioNTech,121309001,2023
France,Johnson&Johnson,1091079,2023
France,Moderna,24130644,2023
France,Novavax,39580,2023
France,Pfizer/BioNTech,121310064,2023
France,Sanofi/GSK,4616,2023
France,Johnson&Johnson,1091080,2023
France,Moderna,24130728,2023
France,Novavax,39588,2023
France,Pfizer/BioNTech,121311457,2023
France,Sanofi/GSK,4617,2023
France,Moderna,24130806,2023
France,Novavax,39601,2023
France,Pfizer/BioNTech,121312383,2023
France,Sanofi/GSK,4621,2023
France,Moderna,24130881,2023
France,Novavax,39620,2023
France,Pfizer/BioNTech,121313716,2023
France,Sanofi/GSK,4623,2023
France,Moderna,24130982,2023
France,Novavax,39630,2023
France,Pfizer/BioNTech,121315317,2023
France,Sanofi/GSK,4632,2023
France,Moderna,24131029,2023
France,Novavax,39642,2023
France,Pfizer/BioNTech,121315861,2023
France,Sanofi/GSK,4633,2023
France,Moderna,24131030,2023
France,Pfizer/BioNTech,121315896,2023
France,Johnson&Johnson,1091081,2023
France,Moderna,24131031,2023
France,Pfizer/BioNTech,121315998,2023
France,Moderna,24131114,2023
France,Novavax,39652,2023
France,Pfizer/BioNTech,121317426,2023
France,Sanofi/GSK,4638,2023
France,Moderna,24131190,2023
France,Novavax,39656,2023
France,Pfizer/BioNTech,121318381,2023
France,Sanofi/GSK,4642,2023
France,Moderna,24131262,2023
France,Novavax,39670,2023
France,Pfizer/BioNTech,121319653,2023
France,Sanofi/GSK,4644,2023
France,Moderna,24131352,2023
France,Novavax,39675,2023
France,Pfizer/BioNTech,121321012,2023
France,Sanofi/GSK,4653,2023
France,Moderna,24131382,2023
France,Novavax,39679,2023
France,Pfizer/BioNTech,121321487,2023
France,Sanofi/GSK,4659,2023
France,Moderna,24131386,2023
France,Novavax,39680,2023
France,Pfizer/BioNTech,121321533,2023
France,Moderna,24131389,2023
France,Novavax,39687,2023
France,Pfizer/BioNTech,121321605,2023
France,Moderna,24131474,2023
France,Novavax,39699,2023
France,Pfizer/BioNTech,121322515,2023
France,Sanofi/GSK,4661,2023
France,Moderna,24131537,2023
France,Novavax,39708,2023
France,Pfizer/BioNTech,121323392,2023
France,Sanofi/GSK,4683,2023
France,Moderna,24131599,2023
France,Novavax,39717,2023
France,Pfizer/BioNTech,121324397,2023
France,Sanofi/GSK,4685,2023
France,Moderna,24131678,2023
France,Novavax,39720,2023
France,Pfizer/BioNTech,121325602,2023
France,Sanofi/GSK,4693,2023
France,Moderna,24131707,2023
France,Novavax,39725,2023
France,Pfizer/BioNTech,121326026,2023
France,Sanofi/GSK,4694,2023
France,Pfizer/BioNTech,121326076,2023
France,Moderna,24131753,2023
France,Novavax,39732,2023
France,Pfizer/BioNTech,121326857,2023
France,Sanofi/GSK,4695,2023
France,Moderna,24131817,2023
France,Novavax,39740,2023
France,Pfizer/BioNTech,121328127,2023
France,Sanofi/GSK,4697,2023
France,Johnson&Johnson,1091082,2023
France,Moderna,24131873,2023
France,Novavax,39754,2023
France,Pfizer/BioNTech,121329018,2023
France,Sanofi/GSK,4698,2023
France,Moderna,24131878,2023
France,Pfizer/BioNTech,121329066,2023
France,Sanofi/GSK,4699,2023
France,Moderna,24131929,2023
France,Novavax,39759,2023
France,Pfizer/BioNTech,121329958,2023
France,Sanofi/GSK,4703,2023
France,Moderna,24131946,2023
France,Novavax,39765,2023
France,Pfizer/BioNTech,121330263,2023
France,Sanofi/GSK,4705,2023
France,Moderna,24131951,2023
France,Pfizer/BioNTech,121330299,2023
France,Moderna,24131994,2023
France,Novavax,39769,2023
France,Pfizer/BioNTech,121331063,2023
France,Sanofi/GSK,4710,2023
France,Moderna,24132085,2023
France,Novavax,39776,2023
France,Pfizer/BioNTech,121331958,2023
France,Sanofi/GSK,4714,2023
France,Moderna,24132134,2023
France,Novavax,39784,2023
France,Pfizer/BioNTech,121332779,2023
France,Sanofi/GSK,4717,2023
France,Moderna,24132168,2023
France,Novavax,39789,2023
France,Pfizer/BioNTech,121333658,2023
France,Sanofi/GSK,4721,2023
France,Moderna,24132232,2023
France,Novavax,39798,2023
France,Pfizer/BioNTech,121334697,2023
France,Sanofi/GSK,4729,2023
France,Moderna,24132255,2023
France,Novavax,39803,2023
France,Pfizer/BioNTech,121334989,2023
France,Sanofi/GSK,4730,2023
France,Novavax,39804,2023
France,Pfizer/BioNTech,121335008,2023
France,Sanofi/GSK,4731,2023
France,Moderna,24132257,2023
France,Pfizer/BioNTech,121335057,2023
France,Sanofi/GSK,4733,2023
France,Moderna,24132308,2023
France,Novavax,39819,2023
France,Pfizer/BioNTech,121336006,2023
France,Sanofi/GSK,4737,2023
France,Moderna,24132350,2023
France,Novavax,39825,2023
France,Pfizer/BioNTech,121336797,2023
France,Sanofi/GSK,4742,2023
France,Johnson&Johnson,1091084,2023
France,Moderna,24132389,2023
France,Novavax,39830,2023
France,Pfizer/BioNTech,121337705,2023
France,Sanofi/GSK,4744,2023
France,Johnson&Johnson,1091085,2023
France,Moderna,24132444,2023
France,Novavax,39834,2023
France,Pfizer/BioNTech,121338679,2023
France,Sanofi/GSK,4748,2023
France,Moderna,24132466,2023
France,Novavax,39835,2023
France,Pfizer/BioNTech,121338966,2023
France,Sanofi/GSK,4749,2023
France,Moderna,24132468,2023
France,Pfizer/BioNTech,121339001,2023
France,Moderna,24132505,2023
France,Novavax,39842,2023
France,Pfizer/BioNTech,121339891,2023
France,Sanofi/GSK,4751,2023
France,Johnson&Johnson,1091086,2023
France,Moderna,24132554,2023
France,Novavax,39848,2023
France,Pfizer/BioNTech,121341106,2023
France,Sanofi/GSK,4760,2023
France,Moderna,24132586,2023
France,Novavax,39850,2023
France,Pfizer/BioNTech,121341948,2023
France,Johnson&Johnson,1091087,2023
France,Moderna,24132623,2023
France,Novavax,39852,2023
France,Pfizer/BioNTech,121343018,2023
France,Sanofi/GSK,4765,2023
France,Johnson&Johnson,1091088,2023
France,Moderna,24132664,2023
France,Novavax,39859,2023
France,Pfizer/BioNTech,121343987,2023
France,Sanofi/GSK,4766,2023
France,Moderna,24132684,2023
France,Novavax,39864,2023
France,Pfizer/BioNTech,121344245,2023
France,Moderna,24132685,2023
